ID ,Nme in English,Name in Amharic,Position,Place of Assignment,Detail,,
1709,Seyoum Awel ,??? ???,Former president of Afar Region  ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1710,Awol Arba ,??? ???,President of Afar region ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1711,Gedu Andargachew ,?? ???????,President of Amhara Region ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1712,Addisu Legesse ,??? ???,Former Amhara region President ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1713,Yoseph Reta ,??? ??,Former Amhara region President ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1714,Ayalew Gobeze,???? ???,Former Amhara region President ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1715,Atom Mustafa,??? ????,Former president of Benshangul Gumz Region  ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1716,Atieb Ahmed,???? ????,Former president of Benshangul Gumz Region  ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1717,Abdu Mohammed,??? ????,Former president of Benshangul Gumz Region  ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1718,Yaregal Aysheshum,???? ?????,Former president of Benshangul Gumz Region  ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1719,Ahmed Nasir Ahmed,???? ??? ????,Former president of Benshangul Gumz Region  ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1720,Ashadli Hassen,???? ???,President of Benshangul Gumz ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1721,Okello Ouman ,??? ???,Former president of Gambella region ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1722,Okello Gnigelo,??? ????,Former president of Gambella region ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1723,Okello Akway,??? ????,Former president of Gambella region ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1724,Keat Tuach Bithow (acting) ,??? ??? ???,Former president of Gambella region ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1725,Umed Ubong,??? ????,Former president of Gambella region ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1726,Gatluak Tut Koat,?????? ?? ??,Former president of Gambella region ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1727,Omot Ojullu Obup,??? ??? ???,President of Gambella Region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1728,Gatur,????,Former president of Hareri,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1729,Haji Gotu,?? ??,Former president of Hareri,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1730,Abdulahi Idris Ibrahim,????? ???? ?????,Former president of Hareri,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1731,Gazali Mohammed,??? ????,Former president of Hareri,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1732,Nuria Abdulahi (f),??? ?????,Former president of Hareri,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1733,Fuad Ibrahim ,??? ?????,Former president of Hareri,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1734,Murad Abdulhadin ,??? ???????, current President of Hareri,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1735,Hassen Ali,??? ??,Former president of Oromia region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1736,Kuma Demeksa,?? ????,Former president of Oromia region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1737,Junedin Sado,???? ??,Former president of Oromia region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1738,Abadulla Gemeda ,???? ???,Former president of Oromia region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1739,Alemayehu Atomsa ,????? ????,Former president of Oromia region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1740,Muktar Kedir,???? ???,Former president of Oromia region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1741,Lemma Megersa   ,?? ????,Current president of Oromia,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1742,Abdulahi Muhammed Sa'adi ,????? ???? ??,Former president of  Somali region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1743,Hassan Jire Kalinle ,??? ?? ????,Former president of  Somali region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1744,Ugaz Abdulrahman Abd Ghani ,??? ??????? ??????,Former president of  Somali region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1745,Id Tahir Farah ,?? ??? ???,Former president of  Somali region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1746,Mohammed Ma'alin Ali,???? ??? ??,Former president of  Somali region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1747,Abdul Reshid Dulane ,???? ??? ???,Former president of  Somali region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1748,Abdul Jibril (acting),???? ????,Former president of  Somali region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1749,Abdulahi Hassen Mohammed,????? ??? ????,Former president of  Somali region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1750,Da'ud Mohamed Ali  ,??? ???? ??,Former president of  Somali region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1751,"Abdi Mohamed Omar ""Abdi Iley"" ",??? ???? ??? /??? ??/,Former president of  Somali region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1752,"Ahmed Abdi Mohamed ""Ilkacase""(acting)",???? ??? ???? ,Former president of  Somali region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1753,Mustafa Muhumed Omer (acting),???? ???? ???,current  president  of Somali region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1754,Abate Kisho ,??? ??,Former president of SNNP,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1755,Shiferaw Shigutie,????  ???,Former president of SNNP,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1756,Dessie Dalke  ,?? ???,Former president of SNNP,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1757,Million Mathewos (Mathios) Korsisa,???? ????,Current president of SNNP,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1758,Gebru Asrat,??? ????,Former president of Tigray,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1759,Tsegay Berhe (Acting),??? ???,Former president of Tigray,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1760,Abay Woldu,??? ???,Former president of Tigray,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1761,Abay Tsehaye ,??? ???,Excutive member of TPLF,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1762,Fetlework G/egziabher,??? ??? ?/???????,dep. Chairperson of TPLF & Min.of trade & industry,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1763,Debretsion Gebremichael,?????? ???????,Current president of Tigray,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1764,Asmelash Woldeselassie,????? ?/???,members of the TPLF executive committee,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1765,Abraham Tekeste,????? ????,members of the TPLF executive committee,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1766,Getachew Reda,???? ??,members of the TPLF executive committee,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1767,Kerya Ibrahim ,??? ?????,members of the TPLF executive committee,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1773,Takele Uma Benti,??? ?? ???,Ministry of Mines and Petroleum.,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1774,Habatmu Assefa Wakjira,???? ??? ????,Administrator of Diredawa ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1775,Ismail Aw Adem,????? ?? ??? ,Chairman of the Provisional Administration of Diredawa,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1776,Solomon Hailu,???? ???,Chairman of Administration Council of Diredawa,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1777,Fiseha Zerihun,??? ????,Chief Administrator of Diredawa,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1778,Abdulaziz Mohammed ,?????? ????, Former Mayor of Diredawa,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1779,Adem Farah ,??? ???, Former Mayor of Diredawa,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1780,Ased Ziad,??? ???, Former Mayor of Diredawa,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1781,Ibrahim Usman,????? ????, Former Mayor of Diredawa,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1782,Seyoum Mesfin Gebredingel ,??? ???? ?/????,former Minister of foreign Affairs  & Currently ambassador ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1783,Birhane Gebre-Kirstos (Acting),???? ?/?????,former Minister of foreign Affairs ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1784,Workeneh Gebeyehu Goshu,????? ???? ??,Current minister of Foreign Affairs ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1785,Tewdros Adhanom Gebreyesus,????? ????? ?/???,former Minister of foreign Affairs ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1789,Birhanu Tsegaye,????? ???,Attorney General,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1790, Dr. Amir Aman Hagos,??? ??? ???,Minister of Health,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1791,Getahun Mekuria,???? ????,Minister of Innovation and Technology,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1792,Sofyan Ahmed ,???? ????, Former Ministry Of Finance & ED,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1793,Ahmed Shide,???? ??,Current Ministry of Finance and president of Somali region,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1794,Dagmawit Moges,????? ???,Minister of transport ,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1795,Siraj Fergesa,??? ????,Former ministry of transport,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1796,Tilaye Gete Ambaye,??? ?? ????,Minister of Education,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1797,Omer Husen,??? ???,Minister of Agri.& Livestock,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1798,Jantirar Abay,????? ???,Minister of Urban Development and Construction,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1799,Samuel Hurka,???? ???,Ministry of Science and Higher Education.,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1800,Sileshi Bekele,??? ???,"Minister of Water, Irrigation and Electricity",-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1801,Hirut Woldemariam Teketel,??? ?/??? ????,Social affairs advisor to the Prime Minister.,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1802,Ergoge Tesfaye,???? ????,Minister of Labor and Social Affairs,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1803,Yalem Tsegaye Asfaw,??? ??? ????,"Minister of Women, Children and Youth",-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1804,Hirut Kassaw,??? ???,Minister of Culture and tourism,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1805,Adanech Abeebe,???? ???,Deputy Mayor of Addis Abeba,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1806, Ato Omer Hussien,??? ???,Former Ethiopian Revenues and Costumes Authority,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1807,Fitsum Assefa,??? ???,Commissioner of National Planning Commission,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1808, Ato Tagese Chafo,??? ??,Minster of Public Service and Human Resource Development,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1809, Ato Kebede Chane,??? ??,Minister of Federal Affairs and Pastoral Area Development,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1810, Ato Melaku Alebel,??? ????,Minister of Trade,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1811, W/o. Oubahe  Mohammed,??? ????,Minister of Communication and Information Technology Technology,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1812, Ato Ambachew Mekonnen (PhD),????? ???? ,Minister of Industry,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1813, Ato Melese Alemu,??? ???,"Minister of Mines , Petroleum and Natural Gas",-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1814, Gemedo Dale (PhD),??? ??,"Minister of Environment , Forest and Climate Change",-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1815, Yinager Dese (PhD),???? ??,Commissioner of National Planning Commission,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1816, Ambassador Teshome Toga,??? ??, Former Minister of Public Enterprises,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1817, Ato Birhanu Tsegaye,???? ???,Attorney General,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1818, W/o Fozia Amin,??? ??? ,Minister of Culture and Tourism,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1819, Ato Ristu Yirdaw,??? ????,Minster of Youth and Sport,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1820,Birtukan Mideksa ,????? ????,Chair person of Electoral Board of Ethiopia,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1821,Bereket Simon ,???? ??? ,Former Government Official,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1822,Zeneb Kebede,??? ???,Ambassador,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1823,Amb. Suleman Dedefo,???? ???,Ambassador,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1824,Mulu Solomon,?? ???? ,Ambassador,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1825,Nasisi Chala,??? ??,Ambassador,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1826,Hassen Taju,??? ??,Ambassador,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1827,Reta Alemu,?? ???,Ambassador,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1828,Henock  Tefera,??? ???,Ambassador,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1829,Alemsehaye Meseret,?????? ????,Ambassador,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1830,Tezita Mulugeta,??? ????,Ambassador,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1831,Amb. Tesfaye Yilma,???? ???,Ambassador,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1832,Teferi Tadesse,??? ???,Ambassador,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1833,Fistum Arega,??? ???,Ambassador,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1834,Addisu G/Egizabher,??? ?/???????,Ambassador,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1835,Million Samuel,???? ????,Ambassador,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1836,Berhane Fisseha,???? ???,Ambassador,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1837,Dr. Ayrorat Mohammed,????? ????,Ambassador,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1838,Amb. Samiya Zekariya,??? ????,Ambassador,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1839,Kasa Teklebirhane,?? ???????,Ambassador,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1895,Roman Gebresillasie,??? ?/???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1896,Redai Halefom ,??? ????, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1897,Amanuel Asefa,????? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1898,Dr. Atinkut Mezgebu,????? ????, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1899,Kiros Hagos,??? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1900,Seble Kahsay ,??? ????, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1901,Getachew Asefa,???? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1902,Daniel Asefa,???? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1903,Isaias Tadesse,???? ??? , TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1904,Dr.Aklilu H/Michael ,???? ?/????, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1905,Alem Gebrewahid ,??? ??????, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1906,Teklay Gebremedhin,???? ???????, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1907,Dr.Eyasu Abreha,??? ????, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1908,Dr.Redai Berhe,??? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1909,Dr Kidanemariam Berhe,??????? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1910,Nega Assefa,?? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1911,Shisahi Meressa,??? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1912,Dr Gebrehiwot Gebregziabher,?/??? ?/???????, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1913,Atsbeha Aregawi,???? ????, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1914,Dr Engineer Solomon Kidane,???? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1915,Hadush Zenebe,??? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1916,Berhane Gebreyesus,???? ?/???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1917,Yitbarek Ameha,????? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1918,Dr Gebremeskel Kahsay,?/???? ????, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1919,Dr Fiseha Hailetsion,??? ?/??? , TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1920,Risku Alemaw,??? ????, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1921,Dr.Addisalem Balema,?????? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1922,Zenebech Fiseha,???? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1923,Eyasu Tesfay,??? ???? , TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1924,Lemlem Hadgu,???? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1925,Pro. Kindeya Gebrehiot,???? ?/???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1926,Haftu Kiros,??? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1927,Beyene Mikru,??? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1928,Kalayou Gebrehiwot,??? ?/???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1929,Refael Shifare,???? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1930,Liya Kassa,?? ??, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1931,Tewolde Gebretsadik,???? ?/???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1932,Mulu Gebretsadik,?? ?/???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1933,Kiros Gu’esh,??? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1934,Dr Amanuel Haile,????? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1935,Engineer Araya Berhane,???? ????, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1936,Almaz Gebretsadik,???? ?/???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1937,Solomon Masho,???? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1938,Teki’u Mitiku,??? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1939,Genet Arefe,??? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1940,Birkti Gebremedhin,???? ?/????, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1941,Dr Hagos Godefay,??? ???? , TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1942,Desalegn Tefera,???? ???, TPLF Central Committee members,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1943,Amb. Redwan Hussien,???? ???,Former SEPDM officials,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1944,Debebe Abera,??? ???,Former SEPDM officials,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1945,Mekuria Haile,???? ???,Former SEPDM officials,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1946,Amb.Asfaw Dingamo,???? ????,Former SEPDM officials,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1947,Kidaki Gezahegn,??? ????,Former SEPDM officials,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1948,Temesgen Tilahun,????? ????,Former SEPDM officials,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1949,Yacob Yala,??? ??,Former SEPDM officials,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1950,Solomon Tesfaye,???? ????,Former SEPDM officials,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1951,Tsegaye Mamo,??? ??,Former SEPDM officials,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1952,Nigatu Dansa,??? ???,Former SEPDM officials,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1953,Admas Ango,???? ???,Former SEPDM officials,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1954,Nuredin Hassen,???? ??? ,Former SEPDM officials,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1955,Moloka Wendimu,??? ????,Former SEPDM officials,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1956,Dr.Kassu Elala,?? ???,Former SEPDM officials,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1957,Abto Aloto,??? ???,Former SEPDM officials,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1958,Shimeles Abdisa,???? ????,ODP Central Committee,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1959,Umer Hussien,??? ???,ODP Central Committee,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
1960,Teyba Hassen,??? ???,ODP Central Committee,-,OTHER PEP'S & REPRESENTATIVES OF OTHER POLETICA PARTIES ,,
